"team","metric.type","forecast.week","season","metric","location","data.type","prediction.target"
"new","LS",24,"2007/2008",-1.2074517347932,"iquitos","train","seasoninc"
"new","AE",24,"2007/2008",2,"iquitos","train","peakweek"
"new","AE",24,"2007/2008",24.2436834688621,"iquitos","train","peakinc"
"new","AE",24,"2007/2008",3.87976854536964,"iquitos","train","seasoninc"
"new","LS",28,"2007/2008",-0.166425142313783,"iquitos","train","peakweek"
"new","LS",28,"2007/2008",-0.0795254439868447,"iquitos","train","peakinc"
"new","LS",28,"2007/2008",-2.25138845431892,"iquitos","train","seasoninc"
"new","AE",28,"2007/2008",0,"iquitos","train","peakweek"
"new","AE",28,"2007/2008",0,"iquitos","train","peakinc"
"new","AE",28,"2007/2008",158.381425239906,"iquitos","train","seasoninc"
"new","LS",32,"2007/2008",-0.0654935110319699,"iquitos","train","peakweek"
"new","LS",32,"2007/2008",-0.0242213385855822,"iquitos","train","peakinc"
"new","LS",32,"2007/2008",-2.07518264138267,"iquitos","train","seasoninc"
"new","AE",32,"2007/2008",0,"iquitos","train","peakweek"
"new","AE",32,"2007/2008",0,"iquitos","train","peakinc"
"new","AE",32,"2007/2008",114.697874601579,"iquitos","train","seasoninc"
"new","LS",36,"2007/2008",-0.0362933556972688,"iquitos","train","peakweek"
"new","LS",36,"2007/2008",-0.0160039837195613,"iquitos","train","peakinc"
"new","LS",36,"2007/2008",-1.25762256660056,"iquitos","train","seasoninc"
"new","AE",36,"2007/2008",0,"iquitos","train","peakweek"
"new","AE",36,"2007/2008",0,"iquitos","train","peakinc"
"new","AE",36,"2007/2008",61.8177528764397,"iquitos","train","seasoninc"
"new","LS",40,"2007/2008",-0.0183113197712529,"iquitos","train","peakweek"
"new","LS",40,"2007/2008",-0.0107059110004202,"iquitos","train","peakinc"
"new","LS",40,"2007/2008",-0.0457474553516256,"iquitos","train","seasoninc"
"new","AE",40,"2007/2008",0,"iquitos","train","peakweek"
"new","AE",40,"2007/2008",0,"iquitos","train","peakinc"
"new","AE",40,"2007/2008",6.18632285989111,"iquitos","train","seasoninc"
"new","LS",44,"2007/2008",-0.00614110475676306,"iquitos","train","peakweek"
"new","LS",44,"2007/2008",-0.00537140105467327,"iquitos","train","peakinc"
"new","LS",44,"2007/2008",-0.0260679582154689,"iquitos","train","seasoninc"
"new","AE",44,"2007/2008",0,"iquitos","train","peakweek"
"new","AE",44,"2007/2008",0,"iquitos","train","peakinc"
"new","AE",44,"2007/2008",0.663197938018811,"iquitos","train","seasoninc"
"new","LS",48,"2007/2008",0,"iquitos","train","peakweek"
"new","LS",48,"2007/2008",0,"iquitos","train","peakinc"
"new","LS",48,"2007/2008",-0.00108058362024439,"iquitos","train","seasoninc"
